h3_cell,hour,day_of_week,violation_count_slot,h3_total_violations,h3_unique_vehicles,h3_hour_density,is_weekend,at_junction_pct,two_wheeler_pct,car_pct,auto_pct,no_parking_pct,wrong_parking_pct,main_road_pct,h3_risk_tier
8860145b37fffff,7,6,46,3541,20,187,1,0.0,0.13043478260869565,0.3695652173913043,0.2608695652173913,0.41304347826086957,0.5869565217391305,0.021739130434782608,critical
8860145b37fffff,8,0,65,3541,20,416,0,0.0,0.5230769230769231,0.27692307692307694,0.16923076923076924,0.35384615384615387,0.6461538461538462,0.0,critical
8860145b37fffff,8,1,30,3541,20,416,0,0.0,0.3,0.5333333333333333,0.13333333333333333,0.4,0.6,0.0,critical
8860145b37fffff,8,2,36,3541,20,416,0,0.0,0.05555555555555555,0.6944444444444444,0.19444444444444445,0.8333333333333334,0.16666666666666666,0.1388888888888889,critical
8860145b37fffff,8,3,24,3541,20,416,0,0.0,0.125,0.625,0.20833333333333334,0.5833333333333334,0.5,0.0,critical
8860145b37fffff,8,4,61,3541,20,416,0,0.0,0.16393442622950818,0.6557377049180327,0.13114754098360656,0.5737704918032787,0.4262295081967213,0.01639344262295082,critical
8860145b37fffff,8,5,65,3541,20,416,1,0.0,0.35384615384615387,0.35384615384615387,0.23076923076923078,0.5846153846153846,0.4307692307692308,0.0,critical
8860145b37fffff,8,6,135,3541,20,416,1,0.0,0.3851851851851852,0.37777777777777777,0.2,0.4148148148148148,0.5851851851851851,0.0,critical
8860145b37fffff,9,0,49,3541,20,463,0,0.0,0.22448979591836735,0.30612244897959184,0.4489795918367347,0.32653061224489793,0.673469387755102,0.0,critical
8860145b37fffff,9,1,53,3541,20,463,0,0.0,0.09433962264150944,0.4528301886792453,0.24528301886792453,0.6226415094339622,0.37735849056603776,0.0,critical
8860145b37fffff,9,2,57,3541,20,463,0,0.0,0.19298245614035087,0.38596491228070173,0.3684210526315789,0.42105263157894735,0.5789473684210527,0.03508771929824561,critical
8860145b37fffff,9,3,63,3541,20,463,0,0.0,0.15873015873015872,0.38095238095238093,0.3968253968253968,0.4126984126984127,0.5873015873015873,0.047619047619047616,critical
8860145b37fffff,9,4,41,3541,20,463,0,0.0,0.2682926829268293,0.34146341463414637,0.2926829268292683,0.43902439024390244,0.5609756097560976,0.0,critical
8860145b37fffff,9,5,85,3541,20,463,1,0.0,0.23529411764705882,0.3764705882352941,0.3176470588235294,0.5764705882352941,0.4235294117647059,0.023529411764705882,critical
8860145b37fffff,9,6,115,3541,20,463,1,0.0,0.2,0.5043478260869565,0.24347826086956523,0.5217391304347826,0.48695652173913045,0.008695652173913044,critical
8860145b37fffff,10,0,66,3541,20,503,0,0.0,0.2727272727272727,0.2878787878787879,0.3787878787878788,0.5303030303030303,0.48484848484848486,0.015151515151515152,critical
8860145b37fffff,10,1,79,3541,20,503,0,0.0,0.11392405063291139,0.620253164556962,0.16455696202531644,0.5316455696202531,0.46835443037974683,0.0379746835443038,critical
8860145b37fffff,10,2,53,3541,20,503,0,0.0,0.20754716981132076,0.49056603773584906,0.22641509433962265,0.5471698113207547,0.4528301886792453,0.0,critical
8860145b37fffff,10,3,50,3541,20,503,0,0.0,0.12,0.54,0.18,0.44,0.56,0.0,critical
8860145b37fffff,10,4,67,3541,20,503,0,0.0,0.05970149253731343,0.4925373134328358,0.3880597014925373,0.40298507462686567,0.5970149253731343,0.0,critical
8860145b37fffff,10,5,114,3541,20,503,1,0.0,0.2719298245614035,0.42105263157894735,0.2807017543859649,0.5087719298245614,0.49122807017543857,0.0,critical
8860145b37fffff,10,6,74,3541,20,503,1,0.0,0.1891891891891892,0.43243243243243246,0.3783783783783784,0.5675675675675675,0.43243243243243246,0.013513513513513514,critical
8860145b37fffff,11,0,91,3541,20,479,0,0.0,0.3956043956043956,0.3516483516483517,0.23076923076923078,0.6153846153846154,0.38461538461538464,0.0,critical
8860145b37fffff,11,1,65,3541,20,479,0,0.0,0.2,0.5692307692307692,0.18461538461538463,0.5076923076923077,0.49230769230769234,0.1076923076923077,critical
8860145b37fffff,11,2,60,3541,20,479,0,0.0,0.23333333333333334,0.3333333333333333,0.38333333333333336,0.5666666666666667,0.43333333333333335,0.18333333333333332,critical
8860145b37fffff,11,3,58,3541,20,479,0,0.0,0.15517241379310345,0.3448275862068966,0.41379310344827586,0.3275862068965517,0.6724137931034483,0.017241379310344827,critical
8860145b37fffff,11,4,53,3541,20,479,0,0.0,0.2830188679245283,0.4339622641509434,0.20754716981132076,0.7169811320754716,0.2830188679245283,0.09433962264150944,critical
8860145b37fffff,11,5,77,3541,20,479,1,0.0,0.18181818181818182,0.44155844155844154,0.2727272727272727,0.6493506493506493,0.35064935064935066,0.12987012987012986,critical
8860145b37fffff,11,6,75,3541,20,479,1,0.0,0.12,0.6133333333333333,0.2,0.36,0.64,0.013333333333333334,critical
8860145b37fffff,12,0,36,3541,20,233,0,0.0,0.3333333333333333,0.25,0.3055555555555556,0.5555555555555556,0.4444444444444444,0.0,critical
8860145b37fffff,12,1,38,3541,20,233,0,0.0,0.2894736842105263,0.39473684210526316,0.2631578947368421,0.47368421052631576,0.5263157894736842,0.15789473684210525,critical
8860145b37fffff,12,2,36,3541,20,233,0,0.0,0.2222222222222222,0.4444444444444444,0.3055555555555556,0.4722222222222222,0.5277777777777778,0.0,critical
8860145b37fffff,12,3,37,3541,20,233,0,0.0,0.43243243243243246,0.43243243243243246,0.13513513513513514,0.5675675675675675,0.43243243243243246,0.13513513513513514,critical
8860145b37fffff,12,4,27,3541,20,233,0,0.0,0.14814814814814814,0.5925925925925926,0.1111111111111111,0.7037037037037037,0.2962962962962963,0.07407407407407407,critical
8860145b37fffff,12,5,28,3541,20,233,1,0.0,0.2857142857142857,0.5714285714285714,0.10714285714285714,0.5,0.5,0.0,critical
8860145b37fffff,12,6,31,3541,20,233,1,0.0,0.45161290322580644,0.16129032258064516,0.3870967741935484,0.3225806451612903,0.6774193548387096,0.0,critical
8860145b37fffff,13,0,17,3541,20,105,0,0.0,0.5882352941176471,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.7058823529411765,0.0,critical
8860145b37fffff,13,1,14,3541,20,105,0,0.0,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.5714285714285714,critical
8860145b37fffff,13,2,17,3541,20,105,0,0.0,0.11764705882352941,0.7647058823529411,0.11764705882352941,0.6470588235294118,0.35294117647058826,0.058823529411764705,critical
8860145b37fffff,13,3,8,3541,20,105,0,0.0,0.0,0.625,0.25,0.625,0.375,0.375,critical
8860145b37fffff,13,4,15,3541,20,105,0,0.0,0.3333333333333333,0.4666666666666667,0.2,0.5333333333333333,0.4666666666666667,0.0,critical
8860145b37fffff,13,5,26,3541,20,105,1,0.0,0.34615384615384615,0.5384615384615384,0.11538461538461539,0.5769230769230769,0.4230769230769231,0.0,critical
8860145b37fffff,13,6,8,3541,20,105,1,0.0,0.25,0.5,0.125,0.125,0.875,0.125,critical
8860145b37fffff,14,0,19,3541,20,58,0,0.0,0.5263157894736842,0.2631578947368421,0.21052631578947367,0.0,1.0,0.0,critical
8860145b37fffff,14,1,7,3541,20,58,0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.8571428571428571,critical
8860145b37fffff,14,2,4,3541,20,58,0,0.0,0.0,0.75,0.0,0.75,0.25,0.25,critical
8860145b37fffff,14,3,7,3541,20,58,0,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,critical
8860145b37fffff,14,4,8,3541,20,58,0,0.0,0.125,0.75,0.0,0.5,0.5,0.0,critical
8860145b37fffff,14,5,10,3541,20,58,1,0.0,0.9,0.1,0.0,0.2,0.8,0.0,critical
8860145b37fffff,14,6,3,3541,20,58,1,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,critical
8860145b37fffff,15,0,5,3541,20,19,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,critical
8860145b37fffff,15,1,8,3541,20,19,0,0.0,0.375,0.375,0.25,0.0,1.0,0.0,critical
8860145b37fffff,15,3,5,3541,20,19,0,0.0,0.8,0.2,0.0,0.2,0.8,0.0,critical
8860145b37fffff,15,6,1,3541,20,19,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,critical
8860145b37fffff,16,1,1,3541,20,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,critical
8860145b37fffff,16,5,15,3541,20,17,1,0.0,0.9333333333333333,0.06666666666666667,0.0,0.8666666666666667,0.13333333333333333,0.0,critical
8860145b37fffff,16,6,1,3541,20,17,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,critical
8860145b37fffff,17,0,1,3541,20,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,critical
8860145b39fffff,0,0,2,167,10,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,0,2,3,167,10,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,3,1,2,167,10,12,0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,low
8860145b39fffff,3,2,1,167,10,12,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,low
8860145b39fffff,3,3,2,167,10,12,0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,3,4,3,167,10,12,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,low
8860145b39fffff,3,6,4,167,10,12,1,0.0,0.0,0.75,0.25,0.5,0.5,0.5,low
8860145b39fffff,4,2,1,167,10,5,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,low
8860145b39fffff,4,3,1,167,10,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,4,4,1,167,10,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,4,6,2,167,10,5,1,0.0,1.0,0.0,0.0,0.5,0.5,0.0,low
8860145b39fffff,5,2,5,167,10,15,0,0.0,0.2,0.6,0.2,0.0,1.0,0.0,low
8860145b39fffff,5,3,5,167,10,15,0,0.0,0.4,0.2,0.2,0.4,0.6,0.0,low
8860145b39fffff,5,6,5,167,10,15,1,0.0,0.0,1.0,0.0,0.2,0.8,0.0,low
8860145b39fffff,6,2,11,167,10,36,0,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.0,0.18181818181818182,0.8181818181818182,0.0,low
8860145b39fffff,6,3,1,167,10,36,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,6,4,18,167,10,36,0,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,low
8860145b39fffff,6,5,2,167,10,36,1,0.0,0.0,0.5,0.0,0.0,1.0,0.0,low
8860145b39fffff,6,6,4,167,10,36,1,0.0,1.0,0.0,0.0,0.5,0.5,0.0,low
8860145b39fffff,7,0,1,167,10,28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,low
8860145b39fffff,7,1,3,167,10,28,0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,low
8860145b39fffff,7,2,5,167,10,28,0,0.0,0.4,0.4,0.0,0.2,0.8,0.0,low
8860145b39fffff,7,4,2,167,10,28,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,low
8860145b39fffff,7,5,4,167,10,28,1,0.0,0.0,1.0,0.0,0.25,0.75,0.0,low
8860145b39fffff,7,6,13,167,10,28,1,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.0,low
8860145b39fffff,8,2,3,167,10,12,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,low
8860145b39fffff,8,3,9,167,10,12,0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.3333333333333333,0.6666666666666666,0.0,low
8860145b39fffff,9,5,1,167,10,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b39fffff,10,1,20,167,10,30,0,0.1,0.3,0.4,0.3,0.2,0.8,0.0,low
8860145b39fffff,10,4,6,167,10,30,0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,low
8860145b39fffff,10,5,4,167,10,30,1,0.0,0.25,0.5,0.25,0.5,0.5,0.0,low
8860145b39fffff,11,1,8,167,10,17,0,0.125,0.75,0.125,0.125,0.0,1.0,0.0,low
8860145b39fffff,11,2,1,167,10,17,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,low
8860145b39fffff,11,4,4,167,10,17,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,low
8860145b39fffff,11,6,4,167,10,17,1,0.0,0.0,0.75,0.25,0.25,0.75,0.0,low
8860145b39fffff,12,1,2,167,10,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,low
8860145b39fffff,12,2,3,167,10,5,0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,low
8860145b39fffff,23,1,1,167,10,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,low
8860145b3bfffff,0,0,2,6711,18,15,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,0,3,8,6711,18,15,0,1.0,0.5,0.25,0.0,0.25,0.75,0.0,critical
8860145b3bfffff,0,4,4,6711,18,15,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,0,6,1,6711,18,15,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,critical
8860145b3bfffff,1,0,1,6711,18,46,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,critical
8860145b3bfffff,1,1,9,6711,18,46,0,1.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.1111111111111111,critical
8860145b3bfffff,1,2,9,6711,18,46,0,1.0,0.7777777777777778,0.2222222222222222,0.0,0.1111111111111111,0.8888888888888888,0.0,critical
8860145b3bfffff,1,3,16,6711,18,46,0,1.0,0.625,0.1875,0.1875,0.125,0.875,0.0,critical
8860145b3bfffff,1,5,7,6711,18,46,1,1.0,0.7142857142857143,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,critical
8860145b3bfffff,1,6,4,6711,18,46,1,1.0,0.75,0.0,0.25,0.0,1.0,0.0,critical
8860145b3bfffff,2,0,36,6711,18,184,0,1.0,0.3333333333333333,0.6111111111111112,0.027777777777777776,0.1388888888888889,0.8611111111111112,0.0,critical
8860145b3bfffff,2,1,50,6711,18,184,0,1.0,0.54,0.34,0.1,0.56,0.44,0.0,critical
8860145b3bfffff,2,2,17,6711,18,184,0,1.0,0.7647058823529411,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.6470588235294118,0.058823529411764705,critical
8860145b3bfffff,2,3,12,6711,18,184,0,1.0,0.75,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,critical
8860145b3bfffff,2,4,31,6711,18,184,0,1.0,0.5483870967741935,0.3870967741935484,0.06451612903225806,0.22580645161290322,0.7741935483870968,0.0,critical
8860145b3bfffff,2,5,33,6711,18,184,1,1.0,0.8484848484848485,0.12121212121212122,0.0,0.15151515151515152,0.8484848484848485,0.0,critical
8860145b3bfffff,2,6,5,6711,18,184,1,1.0,0.6,0.2,0.0,1.0,0.0,0.0,critical
8860145b3bfffff,3,0,4,6711,18,322,0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,critical
8860145b3bfffff,3,1,23,6711,18,322,0,1.0,0.5652173913043478,0.13043478260869565,0.30434782608695654,0.43478260869565216,0.5652173913043478,0.0,critical
8860145b3bfffff,3,2,56,6711,18,322,0,1.0,0.75,0.19642857142857142,0.0,0.25,0.7678571428571429,0.03571428571428571,critical
8860145b3bfffff,3,3,73,6711,18,322,0,1.0,0.7123287671232876,0.2602739726027397,0.0136986301369863,0.4657534246575342,0.5342465753424658,0.0,critical
8860145b3bfffff,3,4,39,6711,18,322,0,1.0,0.7435897435897436,0.05128205128205128,0.15384615384615385,0.3076923076923077,0.6923076923076923,0.0,critical
8860145b3bfffff,3,5,52,6711,18,322,1,1.0,0.8076923076923077,0.19230769230769232,0.0,0.3269230769230769,0.6730769230769231,0.0,critical
8860145b3bfffff,3,6,75,6711,18,322,1,1.0,0.7066666666666667,0.26666666666666666,0.02666666666666667,0.25333333333333335,0.7466666666666667,0.0,critical
8860145b3bfffff,4,0,51,6711,18,447,0,1.0,0.7843137254901961,0.19607843137254902,0.0196078431372549,0.27450980392156865,0.7254901960784313,0.0196078431372549,critical
8860145b3bfffff,4,1,99,6711,18,447,0,1.0,0.7575757575757576,0.2222222222222222,0.0,0.1717171717171717,0.8282828282828283,0.0,critical
8860145b3bfffff,4,2,91,6711,18,447,0,1.0,0.7582417582417582,0.1978021978021978,0.03296703296703297,0.25274725274725274,0.7472527472527473,0.0,critical
8860145b3bfffff,4,3,64,6711,18,447,0,1.0,0.84375,0.09375,0.046875,0.5625,0.4375,0.0,critical
8860145b3bfffff,4,4,34,6711,18,447,0,1.0,0.35294117647058826,0.4411764705882353,0.14705882352941177,0.20588235294117646,0.7941176470588235,0.0,critical
8860145b3bfffff,4,5,52,6711,18,447,1,1.0,0.6730769230769231,0.3076923076923077,0.019230769230769232,0.17307692307692307,0.8269230769230769,0.0,critical
8860145b3bfffff,4,6,56,6711,18,447,1,1.0,0.19642857142857142,0.7321428571428571,0.03571428571428571,0.19642857142857142,0.8035714285714286,0.0,critical
8860145b3bfffff,5,0,46,6711,18,562,0,1.0,0.6521739130434783,0.32608695652173914,0.021739130434782608,0.13043478260869565,0.8695652173913043,0.0,critical
8860145b3bfffff,5,1,117,6711,18,562,0,1.0,0.49572649572649574,0.48717948717948717,0.017094017094017096,0.23076923076923078,0.7692307692307693,0.0,critical
8860145b3bfffff,5,2,102,6711,18,562,0,1.0,0.47058823529411764,0.4215686274509804,0.08823529411764706,0.13725490196078433,0.8627450980392157,0.0,critical
8860145b3bfffff,5,3,48,6711,18,562,0,1.0,0.6875,0.22916666666666666,0.08333333333333333,0.25,0.75,0.0,critical
8860145b3bfffff,5,4,65,6711,18,562,0,1.0,0.6615384615384615,0.27692307692307694,0.03076923076923077,0.2153846153846154,0.7846153846153846,0.0,critical
8860145b3bfffff,5,5,88,6711,18,562,1,1.0,0.5,0.42045454545454547,0.06818181818181818,0.18181818181818182,0.8181818181818182,0.0,critical
8860145b3bfffff,5,6,96,6711,18,562,1,1.0,0.2916666666666667,0.6666666666666666,0.03125,0.25,0.75,0.0,critical
8860145b3bfffff,6,0,96,6711,18,663,0,1.0,0.5520833333333334,0.4166666666666667,0.03125,0.23958333333333334,0.7604166666666666,0.0,critical
8860145b3bfffff,6,1,82,6711,18,663,0,1.0,0.7073170731707317,0.2073170731707317,0.08536585365853659,0.3170731707317073,0.6829268292682927,0.0,critical
8860145b3bfffff,6,2,88,6711,18,663,0,1.0,0.6590909090909091,0.3068181818181818,0.022727272727272728,0.14772727272727273,0.8636363636363636,0.011363636363636364,critical
8860145b3bfffff,6,3,123,6711,18,663,0,1.0,0.5284552845528455,0.44715447154471544,0.016260162601626018,0.22764227642276422,0.7723577235772358,0.0,critical
8860145b3bfffff,6,4,129,6711,18,663,0,1.0,0.5348837209302325,0.4108527131782946,0.015503875968992248,0.23255813953488372,0.7674418604651163,0.0,critical
8860145b3bfffff,6,5,81,6711,18,663,1,1.0,0.691358024691358,0.18518518518518517,0.08641975308641975,0.1111111111111111,0.8888888888888888,0.0,critical
8860145b3bfffff,6,6,64,6711,18,663,1,1.0,0.515625,0.421875,0.0625,0.28125,0.71875,0.0,critical
8860145b3bfffff,7,0,223,6711,18,1055,0,1.0,0.7085201793721974,0.27802690582959644,0.008968609865470852,0.15246636771300448,0.8475336322869955,0.0,critical
8860145b3bfffff,7,1,180,6711,18,1055,0,1.0,0.5777777777777777,0.4111111111111111,0.0,0.17222222222222222,0.8277777777777777,0.0,critical
8860145b3bfffff,7,2,124,6711,18,1055,0,1.0,0.6612903225806451,0.31451612903225806,0.016129032258064516,0.21774193548387097,0.7903225806451613,0.016129032258064516,critical
8860145b3bfffff,7,3,133,6711,18,1055,0,1.0,0.40601503759398494,0.5338345864661654,0.03759398496240601,0.18796992481203006,0.8120300751879699,0.0,critical
8860145b3bfffff,7,4,156,6711,18,1055,0,1.0,0.5641025641025641,0.3974358974358974,0.019230769230769232,0.47435897435897434,0.5256410256410257,0.0,critical
8860145b3bfffff,7,5,71,6711,18,1055,1,1.0,0.352112676056338,0.6197183098591549,0.0,0.3380281690140845,0.6619718309859155,0.0,critical
8860145b3bfffff,7,6,168,6711,18,1055,1,1.0,0.5059523809523809,0.4583333333333333,0.023809523809523808,0.17261904761904762,0.8273809523809523,0.0,critical
8860145b3bfffff,8,0,119,6711,18,1090,0,1.0,0.7394957983193278,0.226890756302521,0.01680672268907563,0.3025210084033613,0.6974789915966386,0.0,critical
8860145b3bfffff,8,1,140,6711,18,1090,0,1.0,0.8642857142857143,0.12857142857142856,0.007142857142857143,0.36428571428571427,0.6357142857142857,0.0,critical
8860145b3bfffff,8,2,172,6711,18,1090,0,1.0,0.6104651162790697,0.3488372093023256,0.03488372093023256,0.3546511627906977,0.6511627906976745,0.0,critical
8860145b3bfffff,8,3,137,6711,18,1090,0,1.0,0.32116788321167883,0.6277372262773723,0.043795620437956206,0.2773722627737226,0.7226277372262774,0.0,critical
8860145b3bfffff,8,4,183,6711,18,1090,0,1.0,0.5245901639344263,0.43169398907103823,0.03278688524590164,0.5191256830601093,0.4808743169398907,0.0,critical
8860145b3bfffff,8,5,132,6711,18,1090,1,1.0,0.696969696969697,0.22727272727272727,0.05303030303030303,0.13636363636363635,0.8636363636363636,0.0,critical
8860145b3bfffff,8,6,207,6711,18,1090,1,1.0,0.5024154589371981,0.463768115942029,0.01932367149758454,0.20772946859903382,0.7922705314009661,0.0,critical
8860145b3bfffff,9,0,126,6711,18,860,0,1.0,0.49206349206349204,0.4126984126984127,0.047619047619047616,0.09523809523809523,0.9047619047619048,0.0,critical
8860145b3bfffff,9,1,105,6711,18,860,0,1.0,0.6095238095238096,0.38095238095238093,0.009523809523809525,0.26666666666666666,0.7333333333333333,0.0,critical
8860145b3bfffff,9,2,123,6711,18,860,0,1.0,0.7642276422764228,0.21951219512195122,0.008130081300813009,0.25203252032520324,0.7479674796747967,0.0,critical
8860145b3bfffff,9,3,60,6711,18,860,0,1.0,0.7833333333333333,0.15,0.06666666666666667,0.15,0.85,0.0,critical
8860145b3bfffff,9,4,144,6711,18,860,0,1.0,0.7708333333333334,0.19444444444444445,0.027777777777777776,0.3611111111111111,0.6388888888888888,0.006944444444444444,critical
8860145b3bfffff,9,5,139,6711,18,860,1,1.0,0.5755395683453237,0.3597122302158273,0.04316546762589928,0.38848920863309355,0.6115107913669064,0.0,critical
8860145b3bfffff,9,6,163,6711,18,860,1,1.0,0.5950920245398773,0.3374233128834356,0.04294478527607362,0.1656441717791411,0.8404907975460123,0.0,critical
8860145b3bfffff,10,0,63,6711,18,633,0,1.0,0.7142857142857143,0.2698412698412698,0.015873015873015872,0.1111111111111111,0.8888888888888888,0.0,critical
8860145b3bfffff,10,1,95,6711,18,633,0,1.0,0.6,0.3263157894736842,0.021052631578947368,0.3368421052631579,0.6631578947368421,0.0,critical
8860145b3bfffff,10,2,131,6711,18,633,0,1.0,0.7022900763358778,0.2366412213740458,0.04580152671755725,0.4351145038167939,0.5648854961832062,0.0,critical
8860145b3bfffff,10,3,62,6711,18,633,0,1.0,0.7258064516129032,0.27419354838709675,0.0,0.43548387096774194,0.5645161290322581,0.0,critical
8860145b3bfffff,10,4,76,6711,18,633,0,1.0,0.6578947368421053,0.27631578947368424,0.06578947368421052,0.618421052631579,0.3815789473684211,0.0,critical
8860145b3bfffff,10,5,68,6711,18,633,1,1.0,0.5294117647058824,0.38235294117647056,0.07352941176470588,0.39705882352941174,0.6323529411764706,0.029411764705882353,critical
8860145b3bfffff,10,6,138,6711,18,633,1,1.0,0.5652173913043478,0.37681159420289856,0.028985507246376812,0.1956521739130435,0.8043478260869565,0.0,critical
8860145b3bfffff,11,0,32,6711,18,473,0,1.0,0.65625,0.28125,0.0625,0.375,0.625,0.0,critical
8860145b3bfffff,11,1,89,6711,18,473,0,1.0,0.6179775280898876,0.33707865168539325,0.0449438202247191,0.3146067415730337,0.6853932584269663,0.011235955056179775,critical
8860145b3bfffff,11,2,25,6711,18,473,0,1.0,0.6,0.16,0.24,0.12,0.88,0.0,critical
8860145b3bfffff,11,3,64,6711,18,473,0,1.0,0.515625,0.390625,0.046875,0.328125,0.671875,0.0,critical
8860145b3bfffff,11,4,65,6711,18,473,0,1.0,0.6923076923076923,0.26153846153846155,0.03076923076923077,0.5538461538461539,0.4461538461538462,0.0,critical
8860145b3bfffff,11,5,65,6711,18,473,1,1.0,0.5846153846153846,0.2923076923076923,0.07692307692307693,0.4307692307692308,0.5692307692307692,0.015384615384615385,critical
8860145b3bfffff,11,6,133,6711,18,473,1,1.0,0.5639097744360902,0.39849624060150374,0.015037593984962405,0.09774436090225563,0.9022556390977443,0.0,critical
8860145b3bfffff,12,0,17,6711,18,183,0,1.0,0.8823529411764706,0.11764705882352941,0.0,0.5294117647058824,0.47058823529411764,0.0,critical
8860145b3bfffff,12,1,30,6711,18,183,0,1.0,0.7333333333333333,0.2,0.03333333333333333,0.23333333333333334,0.7666666666666667,0.0,critical
8860145b3bfffff,12,2,23,6711,18,183,0,1.0,0.5652173913043478,0.34782608695652173,0.08695652173913043,0.6521739130434783,0.34782608695652173,0.391304347826087,critical
8860145b3bfffff,12,3,14,6711,18,183,0,1.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.5,0.5,0.0,critical
8860145b3bfffff,12,4,23,6711,18,183,0,1.0,0.34782608695652173,0.5652173913043478,0.08695652173913043,0.6086956521739131,0.391304347826087,0.0,critical
8860145b3bfffff,12,5,21,6711,18,183,1,1.0,0.6190476190476191,0.3333333333333333,0.0,0.14285714285714285,0.9047619047619048,0.047619047619047616,critical
8860145b3bfffff,12,6,55,6711,18,183,1,1.0,0.5818181818181818,0.32727272727272727,0.07272727272727272,0.2545454545454545,0.7454545454545455,0.0,critical
8860145b3bfffff,13,0,5,6711,18,63,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,13,1,6,6711,18,63,0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,critical
8860145b3bfffff,13,2,5,6711,18,63,0,1.0,0.6,0.4,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,13,3,4,6711,18,63,0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,13,4,4,6711,18,63,0,1.0,0.25,0.25,0.0,0.25,0.75,0.0,critical
8860145b3bfffff,13,5,6,6711,18,63,1,1.0,0.3333333333333333,0.5,0.16666666666666666,0.0,1.0,0.0,critical
8860145b3bfffff,13,6,33,6711,18,63,1,1.0,0.9090909090909091,0.06060606060606061,0.030303030303030304,0.21212121212121213,0.7878787878787878,0.0,critical
8860145b3bfffff,14,0,9,6711,18,102,0,1.0,0.5555555555555556,0.4444444444444444,0.0,0.1111111111111111,0.8888888888888888,0.0,critical
8860145b3bfffff,14,1,24,6711,18,102,0,1.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.125,0.875,0.0,critical
8860145b3bfffff,14,2,8,6711,18,102,0,1.0,0.875,0.125,0.0,0.0,1.0,0.0,critical
8860145b3bfffff,14,3,2,6711,18,102,0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,critical
8860145b3bfffff,14,4,8,6711,18,102,0,1.0,1.0,0.0,0.0,0.0,1.0,0.125,critical
